order_date,customer_name,product_name,quantity,unit_price,total_amount,region
2024-09-18,EY,CRM Software,9,3082,27738,Leeds
2025-05-23,Infosys,Cloud Suite,3,786,2358,Birmingham
2024-08-18,Infosys,Data Warehouse,4,911,3644,Manchester
2025-10-17,Google,AI Platform,5,657,3285,London
2024-09-26,Infosys,Cloud Suite,8,2882,23056,London
2025-08-28,KPMG,Analytics Dashboard,8,4302,34416,London
2025-02-02,EY,CRM Software,3,1828,5484,Birmingham
2024-12-10,KPMG,AI Platform,7,3754,26278,Edinburgh
2024-09-29,HSBC,Cloud Suite,4,2748,10992,Edinburgh
2024-10-25,Accenture,Data Warehouse,2,1719,3438,Edinburgh
2024-12-25,PwC,CRM Software,2,3654,7308,Edinburgh
2025-04-18,Accenture,AI Platform,4,2243,8972,London
2025-07-30,TCS,CRM Software,6,1378,8268,London
2024-12-28,Barclays,CRM Software,4,2797,11188,Edinburgh
2024-03-13,Infosys,Data Warehouse,2,1769,3538,Birmingham
2024-09-27,KPMG,Data Warehouse,1,1691,1691,Birmingham
2024-01-30,Accenture,CRM Software,5,4062,20310,London
2024-09-04,Microsoft,CRM Software,1,3268,3268,Manchester
2025-01-16,Microsoft,Cloud Suite,1,2428,2428,Manchester
2025-02-22,Infosys,CRM Software,3,4252,12756,London
2024-02-11,HSBC,AI Platform,8,4334,34672,Leeds
2025-03-31,HSBC,CRM Software,5,3987,19935,London
2024-06-30,HSBC,Cloud Suite,6,2798,16788,Manchester
2024-08-05,Barclays,Analytics Dashboard,1,4682,4682,Manchester
2024-10-19,TCS,Data Warehouse,5,2350,11750,Leeds
2024-10-19,HSBC,AI Platform,2,1350,2700,Leeds
2024-05-22,Deloitte,Analytics Dashboard,2,723,1446,Leeds
2025-01-27,Microsoft,Data Warehouse,8,4892,39136,Birmingham
2025-05-02,Accenture,AI Platform,7,2787,19509,Manchester
2025-03-20,EY,Data Warehouse,5,3034,15170,Edinburgh
2025-02-14,TCS,AI Platform,4,803,3212,Birmingham
2024-04-27,Infosys,AI Platform,8,3194,25552,London
2024-05-06,HSBC,CRM Software,2,2369,4738,Manchester
2024-10-01,Google,CRM Software,4,3728,14912,Leeds
2024-07-02,Microsoft,AI Platform,9,597,5373,Manchester
2025-09-07,TCS,Analytics Dashboard,6,4527,27162,Manchester
2024-09-17,Microsoft,Data Warehouse,3,767,2301,Leeds
2024-03-13,Microsoft,Cloud Suite,6,4388,26328,Manchester
2024-09-15,Microsoft,AI Platform,6,4654,27924,Manchester
2024-09-22,Infosys,Cloud Suite,9,2904,26136,Manchester
2024-08-05,Barclays,Data Warehouse,2,4661,9322,Leeds
2024-11-08,Google,CRM Software,5,3980,19900,Manchester
2025-07-02,Amazon,AI Platform,3,2082,6246,Manchester
2025-03-21,PwC,Analytics Dashboard,9,3239,29151,Leeds
2024-03-09,Deloitte,AI Platform,9,4460,40140,Birmingham
2024-01-15,Accenture,Cloud Suite,8,4502,36016,Edinburgh
2025-07-03,HSBC,Analytics Dashboard,1,2079,2079,London
2025-10-27,Amazon,Analytics Dashboard,2,1267,2534,Manchester
2024-09-11,Deloitte,CRM Software,6,2600,15600,Manchester
2024-04-10,PwC,Data Warehouse,5,4597,22985,Manchester
2024-07-30,TCS,AI Platform,4,4609,18436,Manchester
2025-02-06,Deloitte,Data Warehouse,8,3273,26184,Birmingham
2024-03-14,KPMG,AI Platform,1,2403,2403,Leeds
2024-11-11,Amazon,AI Platform,3,1199,3597,Manchester
2024-06-23,TCS,Data Warehouse,1,2482,2482,London
2024-02-05,EY,CRM Software,8,4820,38560,London
2024-06-02,Microsoft,AI Platform,7,3120,21840,London
2024-07-16,EY,Data Warehouse,5,1794,8970,Manchester
2025-12-01,EY,Analytics Dashboard,2,4137,8274,Manchester
2024-10-22,Infosys,Cloud Suite,4,4876,19504,Leeds
2025-02-23,TCS,Data Warehouse,8,2949,23592,London
2025-02-28,HSBC,CRM Software,8,1014,8112,Leeds
2024-06-13,Amazon,Data Warehouse,3,1866,5598,Edinburgh
2025-04-05,Microsoft,CRM Software,9,2968,26712,Edinburgh
2025-09-08,HSBC,Data Warehouse,4,4252,17008,Leeds
2024-03-18,PwC,CRM Software,3,2359,7077,London
2025-10-23,Deloitte,Analytics Dashboard,4,4722,18888,Edinburgh
2024-02-13,Barclays,Data Warehouse,9,2285,20565,Edinburgh
2024-07-08,Barclays,CRM Software,6,3060,18360,Leeds
2025-05-03,EY,Cloud Suite,6,3317,19902,Birmingham
2024-01-07,EY,AI Platform,9,2150,19350,Edinburgh
2025-04-17,Barclays,Cloud Suite,1,3268,3268,Edinburgh
2025-10-18,HSBC,CRM Software,7,3018,21126,Birmingham
2025-10-11,Deloitte,AI Platform,1,1635,1635,Leeds
2024-10-22,KPMG,AI Platform,4,1375,5500,Leeds
2025-10-23,Deloitte,AI Platform,3,1128,3384,Leeds
2025-05-16,HSBC,CRM Software,5,1628,8140,Manchester
2024-10-07,Google,CRM Software,4,1174,4696,London
2024-07-21,EY,AI Platform,4,823,3292,Birmingham
2024-12-27,Barclays,AI Platform,4,1041,4164,London
2024-10-30,PwC,Data Warehouse,5,1929,9645,Manchester
2024-05-13,HSBC,AI Platform,3,2968,8904,Edinburgh
2024-07-06,TCS,Cloud Suite,1,4899,4899,London
2024-06-10,Accenture,Data Warehouse,3,2698,8094,London
2024-02-16,Accenture,Data Warehouse,4,2778,11112,Birmingham
2025-12-01,HSBC,Data Warehouse,4,2110,8440,Leeds
2025-07-27,KPMG,Data Warehouse,4,4725,18900,London
2025-03-21,TCS,Cloud Suite,7,4010,28070,London
2024-09-08,Deloitte,Data Warehouse,4,4156,16624,Birmingham
2025-11-24,KPMG,Cloud Suite,7,4209,29463,Birmingham
2024-01-07,PwC,Data Warehouse,2,2119,4238,Birmingham
2025-09-05,HSBC,CRM Software,6,992,5952,Birmingham
2025-06-19,HSBC,CRM Software,4,666,2664,Leeds
2024-04-03,HSBC,Data Warehouse,5,3843,19215,Birmingham
2024-05-11,Microsoft,AI Platform,3,3534,10602,Leeds
2024-10-16,HSBC,Analytics Dashboard,8,1567,12536,Manchester
2024-12-24,Barclays,Cloud Suite,5,4032,20160,London
2024-09-24,PwC,Cloud Suite,8,3015,24120,Leeds
2024-09-15,Infosys,CRM Software,4,4226,16904,Leeds
2025-10-18,Barclays,Analytics Dashboard,1,1616,1616,London
2025-08-19,PwC,CRM Software,7,1287,9009,Edinburgh
2024-04-26,Accenture,Data Warehouse,2,2991,5982,London
2024-10-23,EY,CRM Software,7,4557,31899,Birmingham
2024-12-27,Infosys,Cloud Suite,9,3203,28827,Birmingham
2024-12-21,Deloitte,AI Platform,5,2410,12050,Edinburgh
2025-06-26,PwC,Analytics Dashboard,7,4243,29701,London
2024-09-23,Deloitte,Data Warehouse,2,4124,8248,Leeds
2024-11-22,HSBC,CRM Software,7,2579,18053,London
2025-12-21,Infosys,Analytics Dashboard,2,4801,9602,Birmingham
2025-11-09,Amazon,Data Warehouse,1,4738,4738,Edinburgh
2024-07-19,HSBC,Analytics Dashboard,8,528,4224,Leeds
2024-05-29,KPMG,Data Warehouse,1,4514,4514,Edinburgh
2024-03-20,EY,AI Platform,4,2241,8964,Manchester
2025-06-01,Barclays,AI Platform,8,704,5632,Birmingham
2024-10-31,Microsoft,AI Platform,2,1485,2970,Edinburgh
2024-02-18,Accenture,Cloud Suite,4,1959,7836,Manchester
2024-08-18,Google,CRM Software,3,3273,9819,Leeds
2025-04-30,EY,AI Platform,9,3180,28620,London
2024-04-28,Accenture,Analytics Dashboard,9,1000,9000,Birmingham
2024-11-18,Microsoft,Data Warehouse,3,1503,4509,London
2024-06-03,HSBC,Data Warehouse,1,2128,2128,London
2024-06-11,Accenture,Analytics Dashboard,7,4854,33978,Leeds
2025-03-17,Barclays,Cloud Suite,5,1375,6875,Birmingham
2025-06-26,Accenture,CRM Software,9,4999,44991,Birmingham
2024-03-06,HSBC,Analytics Dashboard,3,1999,5997,Leeds
2024-04-10,Google,Data Warehouse,7,3015,21105,London
2024-08-29,Accenture,AI Platform,7,4958,34706,London
2025-02-11,Amazon,AI Platform,6,2018,12108,Birmingham
2024-07-24,Amazon,Analytics Dashboard,6,1671,10026,London
2024-08-12,Amazon,Data Warehouse,4,4387,17548,Edinburgh
2025-07-24,Deloitte,AI Platform,6,2477,14862,Edinburgh
2025-03-22,Deloitte,CRM Software,2,1136,2272,Birmingham
2024-04-28,KPMG,CRM Software,9,1567,14103,Leeds
2025-02-27,TCS,Analytics Dashboard,2,1780,3560,London
2024-12-26,Infosys,Data Warehouse,7,3081,21567,Manchester
2024-06-05,Amazon,Cloud Suite,4,961,3844,London
2025-12-09,Barclays,Data Warehouse,1,3483,3483,Leeds
2025-01-20,KPMG,Analytics Dashboard,5,3450,17250,Edinburgh
2024-02-21,Infosys,Analytics Dashboard,9,2431,21879,Manchester
2025-04-03,KPMG,CRM Software,3,4418,13254,Birmingham
2024-12-27,Amazon,Cloud Suite,4,554,2216,Leeds
2024-02-20,Accenture,AI Platform,9,3120,28080,Birmingham
2024-08-12,HSBC,Cloud Suite,1,1865,1865,London
2025-08-04,EY,Cloud Suite,9,4070,36630,Edinburgh
2024-12-05,EY,Data Warehouse,6,2704,16224,Birmingham
2025-07-28,Infosys,AI Platform,3,3499,10497,London
2024-12-22,Accenture,CRM Software,8,3019,24152,Leeds
2025-12-20,KPMG,Analytics Dashboard,2,4228,8456,Manchester
2025-04-18,Barclays,Data Warehouse,1,1113,1113,London
2024-11-23,Barclays,AI Platform,1,3512,3512,London
2025-06-22,Amazon,Data Warehouse,4,2027,8108,Edinburgh
2024-05-30,Accenture,AI Platform,3,3363,10089,Birmingham
2024-08-13,KPMG,Cloud Suite,7,4706,32942,Birmingham
2024-09-30,Infosys,Analytics Dashboard,7,2892,20244,London
2024-10-20,HSBC,Cloud Suite,4,2999,11996,Edinburgh
2025-09-22,HSBC,AI Platform,1,3207,3207,Edinburgh
2024-08-14,TCS,CRM Software,3,4704,14112,Manchester
2024-10-17,Google,Cloud Suite,7,2152,15064,Leeds
2024-01-29,Accenture,Analytics Dashboard,3,1432,4296,Edinburgh
2024-08-11,HSBC,Analytics Dashboard,8,966,7728,London
2025-06-05,Deloitte,CRM Software,2,3187,6374,Edinburgh
2025-10-24,Deloitte,AI Platform,4,3085,12340,London
2025-07-30,Infosys,Cloud Suite,5,2010,10050,Edinburgh
2024-10-24,KPMG,AI Platform,8,512,4096,Birmingham
2024-03-19,Accenture,Cloud Suite,9,748,6732,London
2025-01-21,Google,Data Warehouse,1,3729,3729,London
2024-08-14,HSBC,Data Warehouse,8,4313,34504,Manchester
2025-07-23,Amazon,CRM Software,3,1039,3117,Edinburgh
2024-05-07,HSBC,Data Warehouse,5,551,2755,Birmingham
2025-10-24,Barclays,Data Warehouse,9,2340,21060,London
2024-03-20,Google,Cloud Suite,5,1216,6080,Leeds
2025-06-12,TCS,CRM Software,9,2978,26802,Birmingham
2024-11-12,TCS,Data Warehouse,2,4939,9878,Birmingham
2025-03-14,Google,CRM Software,5,4738,23690,Leeds
2024-12-18,Deloitte,AI Platform,4,4421,17684,Manchester
2024-02-27,Amazon,CRM Software,4,1511,6044,Birmingham
2024-09-25,Deloitte,Analytics Dashboard,1,2216,2216,Edinburgh
2024-03-29,Microsoft,CRM Software,5,703,3515,Manchester
2025-07-26,Google,AI Platform,5,562,2810,Leeds
2024-08-26,TCS,CRM Software,1,1580,1580,London
2024-11-03,Microsoft,Cloud Suite,8,3872,30976,Leeds
2024-02-15,Amazon,AI Platform,1,3255,3255,Leeds
2024-09-24,Microsoft,CRM Software,9,4585,41265,Edinburgh
2025-05-24,EY,Cloud Suite,4,3475,13900,Leeds
2025-06-14,Barclays,AI Platform,9,1790,16110,Manchester
2025-03-07,PwC,Analytics Dashboard,3,1892,5676,Edinburgh
2025-09-15,Microsoft,Analytics Dashboard,6,1078,6468,Leeds
2024-07-21,Google,Analytics Dashboard,1,3170,3170,Edinburgh
2024-05-16,HSBC,Data Warehouse,8,4784,38272,Edinburgh
2024-04-12,Infosys,Data Warehouse,5,2720,13600,Edinburgh
2024-11-26,KPMG,AI Platform,3,4525,13575,Leeds
2025-07-01,Barclays,CRM Software,4,2730,10920,Edinburgh
2025-04-03,Infosys,Analytics Dashboard,9,706,6354,Edinburgh
2024-11-28,Accenture,AI Platform,6,2439,14634,Leeds
2024-09-29,Infosys,Cloud Suite,8,1549,12392,Edinburgh
2025-12-18,HSBC,Cloud Suite,9,2546,22914,Leeds
2025-07-22,Infosys,Cloud Suite,3,3245,9735,Edinburgh
2025-08-14,Amazon,CRM Software,1,2924,2924,Edinburgh
2024-06-25,Accenture,Cloud Suite,5,897,4485,Manchester
2024-08-12,Amazon,Cloud Suite,1,4426,4426,London
2025-03-13,Microsoft,Analytics Dashboard,7,2460,17220,Edinburgh
2024-12-07,Deloitte,AI Platform,5,1776,8880,Manchester
2024-11-29,TCS,Analytics Dashboard,8,688,5504,Leeds
2025-09-29,PwC,CRM Software,1,2344,2344,Birmingham
2024-02-16,EY,AI Platform,7,2717,19019,Manchester
2024-02-02,PwC,Data Warehouse,1,3506,3506,London
2024-12-07,TCS,Analytics Dashboard,3,2260,6780,Edinburgh
2024-11-16,Accenture,Cloud Suite,3,4054,12162,London
2025-12-12,Infosys,Analytics Dashboard,5,4424,22120,Edinburgh
2024-12-04,HSBC,CRM Software,4,935,3740,Manchester
2025-01-11,Google,AI Platform,5,4709,23545,Manchester
2024-06-20,KPMG,Analytics Dashboard,6,4466,26796,Edinburgh
2025-12-23,Amazon,Data Warehouse,3,2195,6585,Birmingham
2025-07-16,KPMG,Data Warehouse,9,3169,28521,Edinburgh
2024-01-09,KPMG,Analytics Dashboard,9,1905,17145,Leeds
2025-05-18,Microsoft,AI Platform,1,2363,2363,Manchester
2024-05-27,Deloitte,Data Warehouse,6,1437,8622,London
2025-05-15,Amazon,AI Platform,9,1703,15327,Birmingham
2025-06-01,Google,AI Platform,5,3011,15055,Manchester
2025-11-05,PwC,Data Warehouse,7,1501,10507,Birmingham
2024-10-29,Google,Data Warehouse,8,1138,9104,London
2025-07-05,TCS,AI Platform,7,3714,25998,Birmingham
2025-04-20,EY,CRM Software,8,4485,35880,Edinburgh
2024-10-03,PwC,Cloud Suite,5,1671,8355,Birmingham
2025-06-16,Accenture,AI Platform,7,4646,32522,London
2025-09-19,Accenture,Analytics Dashboard,3,850,2550,London
2024-10-11,HSBC,CRM Software,6,2773,16638,Birmingham
2025-03-16,Accenture,Data Warehouse,6,2230,13380,Leeds
2025-07-03,HSBC,Data Warehouse,2,703,1406,Edinburgh
2025-05-03,Infosys,Data Warehouse,2,4436,8872,Birmingham
2025-06-11,HSBC,Analytics Dashboard,9,4266,38394,Leeds
2025-10-10,TCS,Cloud Suite,8,4813,38504,Manchester
2024-07-04,Deloitte,Analytics Dashboard,8,2705,21640,Manchester
2024-06-03,TCS,Analytics Dashboard,7,821,5747,Birmingham
2025-07-15,Google,AI Platform,3,3463,10389,London
2024-01-05,EY,Analytics Dashboard,2,3040,6080,Leeds
2025-05-09,Microsoft,Data Warehouse,9,1334,12006,Edinburgh
2025-09-21,Infosys,AI Platform,1,3968,3968,London
2025-05-23,Amazon,Data Warehouse,5,2762,13810,Manchester
2024-07-18,Amazon,AI Platform,6,1357,8142,Birmingham
2025-03-20,EY,Data Warehouse,6,1880,11280,Leeds
2024-06-22,PwC,AI Platform,5,1833,9165,Edinburgh
2025-08-26,Barclays,Data Warehouse,4,2542,10168,Edinburgh
2025-05-02,Infosys,Data Warehouse,3,4440,13320,Edinburgh
2024-03-01,PwC,Cloud Suite,3,1858,5574,Birmingham
2025-10-01,Infosys,CRM Software,2,3871,7742,Edinburgh
2024-05-04,Google,AI Platform,8,4253,34024,Birmingham
2024-11-26,Barclays,Data Warehouse,5,911,4555,Manchester
2025-10-14,PwC,AI Platform,8,1102,8816,Manchester
2024-01-26,Microsoft,Data Warehouse,5,879,4395,Edinburgh
2025-01-17,Deloitte,Data Warehouse,1,4427,4427,Leeds
2024-01-25,KPMG,Data Warehouse,3,3941,11823,Manchester
2024-08-09,HSBC,Analytics Dashboard,1,3887,3887,Birmingham
2025-03-08,Accenture,Data Warehouse,4,1867,7468,Edinburgh
2025-05-19,Microsoft,Analytics Dashboard,8,1560,12480,Leeds
2024-08-04,Deloitte,Analytics Dashboard,3,3227,9681,London
2024-09-20,Google,Data Warehouse,7,3921,27447,Birmingham
2024-08-18,Accenture,CRM Software,1,950,950,Birmingham
2024-07-23,HSBC,AI Platform,7,2722,19054,London
2024-09-17,Accenture,CRM Software,5,2865,14325,London
2025-08-08,KPMG,Analytics Dashboard,6,1723,10338,Leeds
2025-10-04,PwC,Analytics Dashboard,2,1768,3536,Manchester
2025-09-20,HSBC,Data Warehouse,3,1237,3711,Edinburgh
2025-07-29,Barclays,Cloud Suite,2,4918,9836,Edinburgh
2024-12-12,KPMG,Analytics Dashboard,1,744,744,Birmingham
2025-12-23,TCS,CRM Software,5,1870,9350,London
2024-03-04,EY,AI Platform,8,4502,36016,Edinburgh
2025-05-31,Google,AI Platform,7,1394,9758,Manchester
2024-10-06,Microsoft,Analytics Dashboard,2,813,1626,London
2025-11-13,Google,Cloud Suite,2,4867,9734,Edinburgh
2024-01-16,Google,Cloud Suite,9,1489,13401,London
2025-02-19,Amazon,Analytics Dashboard,5,3897,19485,Birmingham
2025-07-13,KPMG,Data Warehouse,7,2351,16457,Leeds
2024-11-08,Barclays,Analytics Dashboard,6,4526,27156,London
2025-12-14,TCS,Data Warehouse,6,3716,22296,Leeds
2025-08-20,Google,CRM Software,6,3807,22842,Edinburgh
2025-11-25,Accenture,Cloud Suite,6,600,3600,Manchester
2025-01-11,Google,Analytics Dashboard,7,4126,28882,Birmingham
2024-12-08,EY,CRM Software,8,1002,8016,Edinburgh
2025-01-28,Microsoft,AI Platform,6,1909,11454,London
2024-11-14,HSBC,AI Platform,9,1999,17991,Edinburgh
2025-06-30,Google,Data Warehouse,5,666,3330,Leeds
2024-02-01,Google,Cloud Suite,8,2031,16248,London
2025-11-02,Google,Analytics Dashboard,2,4324,8648,London
2024-04-15,HSBC,Analytics Dashboard,6,584,3504,Leeds
2025-12-28,Microsoft,CRM Software,8,4665,37320,Manchester
2025-03-13,EY,Cloud Suite,3,648,1944,Manchester
2024-01-10,EY,Data Warehouse,6,4155,24930,Leeds
2025-06-11,Barclays,AI Platform,1,4465,4465,Birmingham
2025-03-09,Deloitte,AI Platform,6,1082,6492,Birmingham
2025-07-14,HSBC,Data Warehouse,4,1539,6156,London
2024-06-21,Amazon,Analytics Dashboard,7,1627,11389,Edinburgh
2025-12-07,TCS,CRM Software,4,1678,6712,Birmingham
2024-06-13,Infosys,CRM Software,8,712,5696,Edinburgh
2024-06-05,Deloitte,Analytics Dashboard,3,1701,5103,Leeds
2025-10-06,Microsoft,AI Platform,9,4820,43380,London
2025-05-11,Deloitte,AI Platform,1,3882,3882,London
2025-04-19,Amazon,Data Warehouse,9,4961,44649,Edinburgh
2025-08-12,Barclays,CRM Software,9,3506,31554,London
2025-11-23,EY,Cloud Suite,3,2172,6516,Birmingham
2025-03-07,Deloitte,Cloud Suite,5,4478,22390,Manchester
2024-04-14,Barclays,CRM Software,4,2697,10788,Manchester
2024-01-16,HSBC,AI Platform,3,3848,11544,Edinburgh
2025-06-19,Google,Analytics Dashboard,2,1721,3442,Edinburgh
2025-10-12,Amazon,Data Warehouse,4,1422,5688,Birmingham
2024-10-09,HSBC,AI Platform,8,4639,37112,Leeds
2024-10-26,Infosys,Cloud Suite,7,1212,8484,London
2025-09-28,EY,AI Platform,2,4377,8754,Birmingham
2025-06-15,PwC,CRM Software,1,3265,3265,Birmingham
2024-10-30,Infosys,CRM Software,2,3178,6356,Edinburgh
2025-08-06,KPMG,CRM Software,8,4538,36304,Edinburgh
2025-12-30,Microsoft,Analytics Dashboard,3,2667,8001,Manchester
2025-09-21,HSBC,Analytics Dashboard,1,1893,1893,London
2024-09-13,Google,Data Warehouse,1,3200,3200,Leeds
2024-06-06,HSBC,Cloud Suite,5,4879,24395,Leeds
2024-02-11,Infosys,CRM Software,6,3196,19176,Leeds
2025-05-07,HSBC,Data Warehouse,6,618,3708,Birmingham
2024-11-19,Amazon,Data Warehouse,5,3085,15425,Edinburgh
2025-05-20,Accenture,Data Warehouse,6,3547,21282,Edinburgh
2024-01-21,PwC,Cloud Suite,3,693,2079,Edinburgh
2024-10-06,EY,Cloud Suite,8,3019,24152,Leeds
2025-11-27,KPMG,AI Platform,8,1229,9832,London
2024-06-19,KPMG,Cloud Suite,5,624,3120,London
2025-01-19,Google,Data Warehouse,8,4701,37608,Birmingham
2025-09-28,Barclays,Analytics Dashboard,3,3024,9072,Birmingham
2025-12-22,Amazon,Analytics Dashboard,8,4960,39680,Edinburgh
2025-10-22,EY,AI Platform,1,2809,2809,Leeds
2025-10-07,HSBC,Data Warehouse,4,3304,13216,London
2024-11-20,Accenture,Data Warehouse,5,4034,20170,Birmingham
2025-11-20,PwC,Analytics Dashboard,1,4460,4460,Manchester
2025-07-25,PwC,CRM Software,4,1864,7456,Edinburgh
2025-01-12,Deloitte,AI Platform,3,930,2790,Manchester
2024-04-27,TCS,Analytics Dashboard,4,3865,15460,Leeds
2024-05-20,TCS,Data Warehouse,2,1360,2720,Edinburgh
2024-09-25,Amazon,Cloud Suite,3,636,1908,Leeds
2024-12-16,Deloitte,Analytics Dashboard,2,4674,9348,Birmingham
2025-07-22,Amazon,Analytics Dashboard,6,2561,15366,Birmingham
2025-10-20,HSBC,Analytics Dashboard,4,2349,9396,Manchester
2025-11-10,Amazon,CRM Software,4,1741,6964,Leeds
2025-10-19,Amazon,CRM Software,3,4777,14331,London
2024-08-20,TCS,CRM Software,5,1608,8040,Edinburgh
2025-02-10,Microsoft,Analytics Dashboard,5,2740,13700,Birmingham
2025-08-23,Google,Data Warehouse,6,2080,12480,Edinburgh
2025-03-28,HSBC,Analytics Dashboard,1,4137,4137,Manchester
2024-03-12,Microsoft,Cloud Suite,8,3202,25616,Birmingham
2025-06-05,Microsoft,Analytics Dashboard,4,2198,8792,Birmingham
2024-09-21,Microsoft,Cloud Suite,2,2912,5824,Edinburgh
2025-02-02,Microsoft,Analytics Dashboard,3,1341,4023,Leeds
2024-06-22,Barclays,CRM Software,8,3772,30176,Birmingham
2024-01-07,Barclays,AI Platform,5,3425,17125,Leeds
2024-05-24,HSBC,CRM Software,5,2099,10495,Leeds
2025-10-04,Microsoft,AI Platform,6,4301,25806,Manchester
2024-09-02,TCS,Cloud Suite,9,3395,30555,Leeds
2025-04-22,Amazon,Data Warehouse,4,1726,6904,Edinburgh
2025-02-11,KPMG,Analytics Dashboard,5,4017,20085,Manchester
2025-07-14,Google,Analytics Dashboard,4,3409,13636,Birmingham
2024-11-11,Google,Data Warehouse,1,1820,1820,Edinburgh
2025-12-10,PwC,CRM Software,5,1532,7660,Leeds
2024-03-17,KPMG,Analytics Dashboard,5,1935,9675,Manchester
2025-05-12,HSBC,AI Platform,2,2818,5636,Birmingham
2025-04-16,EY,Data Warehouse,7,2584,18088,Leeds
2024-02-24,TCS,Analytics Dashboard,9,2001,18009,Edinburgh
2025-12-16,PwC,Cloud Suite,7,3279,22953,Leeds
2024-07-30,Infosys,Cloud Suite,2,4250,8500,Manchester
2024-05-30,EY,Data Warehouse,4,1278,5112,Manchester
2025-04-05,Amazon,AI Platform,8,3730,29840,Edinburgh
2024-07-04,Google,Data Warehouse,5,4553,22765,Edinburgh
2025-01-18,Accenture,CRM Software,4,4494,17976,Leeds
2025-03-11,Deloitte,Cloud Suite,6,1305,7830,Leeds
2024-06-29,PwC,Cloud Suite,6,2887,17322,Birmingham
2025-05-09,Accenture,Analytics Dashboard,8,604,4832,Manchester
2024-11-23,Infosys,CRM Software,5,1774,8870,Manchester
2024-03-04,KPMG,Data Warehouse,4,2576,10304,Birmingham
2025-03-12,Barclays,CRM Software,1,4164,4164,Birmingham
2025-09-24,Infosys,Cloud Suite,5,2780,13900,Birmingham
2024-07-18,KPMG,CRM Software,9,4644,41796,Manchester
2024-02-09,KPMG,AI Platform,9,4806,43254,Manchester
2025-03-08,PwC,CRM Software,3,2022,6066,Manchester
2024-11-05,PwC,Analytics Dashboard,9,2149,19341,London
2025-04-02,Microsoft,CRM Software,3,4906,14718,Manchester
2024-11-26,Infosys,Data Warehouse,8,3619,28952,London
2025-07-21,Microsoft,Cloud Suite,8,4328,34624,Leeds
2024-09-29,HSBC,Analytics Dashboard,9,3271,29439,Manchester
2024-04-23,EY,Analytics Dashboard,3,1544,4632,London
2024-05-12,Microsoft,Cloud Suite,9,1761,15849,Manchester
2024-09-30,Barclays,AI Platform,1,4703,4703,Edinburgh
2024-11-19,PwC,Analytics Dashboard,9,3675,33075,Leeds
2024-11-27,Accenture,AI Platform,1,1560,1560,Leeds
2024-02-12,Amazon,Analytics Dashboard,5,3853,19265,Edinburgh
2025-07-06,KPMG,CRM Software,9,3547,31923,Edinburgh
2024-03-09,Infosys,CRM Software,5,800,4000,Birmingham
2025-09-19,KPMG,AI Platform,3,3582,10746,Birmingham
2025-10-20,Microsoft,AI Platform,3,4263,12789,Edinburgh
2024-06-08,Barclays,Cloud Suite,1,3506,3506,London
2024-06-15,Amazon,Cloud Suite,7,1364,9548,London
2024-09-29,Microsoft,Analytics Dashboard,3,2897,8691,Leeds
2025-11-25,Amazon,Analytics Dashboard,7,4498,31486,Leeds
2024-03-21,HSBC,Analytics Dashboard,4,3458,13832,Birmingham
2025-01-01,Accenture,Cloud Suite,8,2657,21256,Leeds
2024-10-16,TCS,Analytics Dashboard,3,2174,6522,Edinburgh
2024-12-03,PwC,Data Warehouse,1,2539,2539,Birmingham
2025-09-16,PwC,AI Platform,3,2201,6603,London
2024-11-15,Microsoft,CRM Software,4,2110,8440,London
2024-07-18,Barclays,Cloud Suite,8,1404,11232,Leeds
2024-04-22,Google,Cloud Suite,5,605,3025,Birmingham
2024-12-29,HSBC,Data Warehouse,6,1652,9912,Birmingham
2025-11-29,TCS,Analytics Dashboard,8,1460,11680,Leeds
2024-08-13,KPMG,AI Platform,5,2391,11955,London
2025-05-05,PwC,Cloud Suite,6,4360,26160,Manchester
2024-08-08,PwC,Data Warehouse,9,1940,17460,Leeds
2024-12-13,Barclays,Data Warehouse,6,1646,9876,Edinburgh
2025-06-29,Amazon,Analytics Dashboard,6,3875,23250,Edinburgh
2024-02-05,Barclays,AI Platform,9,2239,20151,London
2024-02-24,Infosys,CRM Software,1,2854,2854,Leeds
2024-02-05,HSBC,AI Platform,1,1542,1542,Birmingham
2024-12-28,KPMG,Analytics Dashboard,1,4794,4794,Manchester
2025-07-21,PwC,AI Platform,9,4072,36648,London
2024-06-18,Infosys,Cloud Suite,3,1838,5514,Leeds
2025-01-01,HSBC,Data Warehouse,6,3975,23850,Birmingham
2025-08-31,Barclays,CRM Software,1,4490,4490,Manchester
2024-03-14,KPMG,Cloud Suite,7,887,6209,London
2024-10-25,PwC,CRM Software,8,3713,29704,London
2024-06-18,Deloitte,Cloud Suite,4,4111,16444,Birmingham
2024-09-25,Infosys,Cloud Suite,5,2115,10575,Manchester
2025-11-02,KPMG,Analytics Dashboard,3,2806,8418,Leeds
2024-05-14,Amazon,Analytics Dashboard,1,3938,3938,Birmingham
2024-03-14,Deloitte,Data Warehouse,6,4008,24048,Manchester
2025-03-30,Google,Analytics Dashboard,7,3580,25060,Birmingham
2025-12-30,HSBC,CRM Software,8,3429,27432,Birmingham
2025-06-05,Accenture,Analytics Dashboard,8,3812,30496,London
2024-01-16,Amazon,Data Warehouse,9,1556,14004,Birmingham
2024-07-21,Google,Cloud Suite,7,2378,16646,London
2025-12-20,Microsoft,CRM Software,9,3419,30771,Birmingham
